method,parameters,n_records,n_clusters,noise_fraction,runtime_seconds,silhouette,davies_bouldin,calinski_harabasz,ari,nmi,ami,fowlkes_mallows,homogeneity,completeness,v_measure,purity,rank_silhouette,rank_db,rank_ch,internal_rank_sum,internal_winner
Phase 2 winner: Hierarchical,"k=2,linkage=single,metric=euclidean",2500,2,0.0,0.06292554199999989,0.8877940502463803,0.0772997295242234,131.0198649816935,-0.0006660407488544901,8.921005051453154e-05,-0.0005634833113243506,0.9976003252636496,5.551739820660463e-05,0.00022693093067107053,8.921005051453154e-05,0.998,1.0,1.0,2.0,4.0,True
Phase 3 Consensus,average linkage on 1 - coassociation,2500,2,0.0,2.92000000179371e-07,0.8264262802538963,0.35393394286155666,153.01838364327142,0.4984469116037456,0.3709361204065082,0.3702454332044394,0.998397116931514,0.30463533358162126,0.4741245040436679,0.3709361204065082,0.9984,2.0,2.0,1.0,5.0,False
