algorithm,parameters,requested_k,n_records,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ari,nmi,ami,fowlkes_mallows,homogeneity,completeness,v_measure,purity,base_id,dimension,seed,covariance
KMeans,"base_id=56,k=6,dimension=10,seed=43.0,covariance=None",6,2500,6,0.05161825340933452,2.605053140927073,114.83689012810096,0.0011623701421069716,0.0075869768984393945,0.006441312357244412,0.5490504158289476,0.3466214807874504,0.0038354644690779755,0.0075869768984393945,0.9984,56,10,43.0,
KMeans,"base_id=57,k=6,dimension=10,seed=44.0,covariance=None",6,2500,6,0.05069560696522356,2.628304001820726,112.73474344727015,0.002027335930851961,0.008796108382586132,0.007640131259727597,0.5484427001150608,0.40482082603246394,0.004446360336771782,0.008796108382586132,0.9984,57,10,44.0,
KMeans,"base_id=58,k=6,dimension=10,seed=45.0,covariance=None",6,2500,6,0.05130258899848975,2.6061801926403523,114.55524874401183,0.0011610192914148628,0.007575929770182733,0.006427229441131308,0.5487022840929784,0.34678585889427616,0.003829798022324276,0.007575929770182733,0.9984,58,10,45.0,
KMeans,"base_id=59,k=6,dimension=10,seed=46.0,covariance=None",6,2500,6,0.05156198823395909,2.60610591005777,114.55140243581482,0.001158103846722058,0.007573158622386956,0.006424444162005926,0.5486894018106135,0.34667573792380874,0.0038283951065308784,0.007573158622386957,0.9984,59,10,46.0,
KMeans,"base_id=60,k=7,dimension=10,seed=42.0,covariance=None",7,2500,7,0.049504616982266283,2.6162909476216423,100.90532756463914,0.0008032326218152205,0.006776233772923458,0.005501933090884289,0.4959343738014638,0.3619508244533592,0.0034201317496755377,0.006776233772923458,0.9984,60,10,42.0,
KMeans,"base_id=61,k=7,dimension=10,seed=43.0,covariance=None",7,2500,7,0.04701835074762294,2.641374485132041,100.61140998076688,0.0015150549624177584,0.00785324125016581,0.006577240141286076,0.49496264951326163,0.4211432370067329,0.00396357588747644,0.00785324125016581,0.9984,61,10,43.0,
KMeans,"base_id=62,k=7,dimension=10,seed=44.0,covariance=None",7,2500,7,0.046791777557896666,2.6274304633919257,100.7122240044744,0.0007973929522939576,0.006774153494010256,0.005501827553221373,0.49454809859042675,0.3624147105760712,0.0034190305238432773,0.006774153494010255,0.9984,62,10,44.0,
KMeans,"base_id=63,k=7,dimension=10,seed=45.0,covariance=None",7,2500,7,0.047376287317641444,2.6459882739650302,100.75260762263368,0.0008121662638971457,0.006800968009021757,0.005528693277301716,0.4942203986939005,0.3640749581179191,0.003432544192560944,0.0068009680090217565,0.9984,63,10,45.0,
KMeans,"base_id=64,k=7,dimension=10,seed=46.0,covariance=None",7,2500,7,0.045774885787436145,2.647338886022236,100.73001357427387,0.000753222374976605,0.006722386822839298,0.005452813467819123,0.48955105465359006,0.3623015490058799,0.0033926683374704133,0.006722386822839297,0.9984,64,10,46.0,
KMeans,"base_id=65,k=8,dimension=10,seed=42.0,covariance=None",8,2500,8,0.05148482330706491,2.4687887765654413,95.22456653015288,0.0015115804694642715,0.007748282614730832,0.006436060105814211,0.49481847194479567,0.4217015265009032,0.003910062770154368,0.00774828261473083,0.9984,65,10,42.0,
KMeans,"base_id=66,k=8,dimension=10,seed=43.0,covariance=None",8,2500,8,0.044727580311200166,2.8735523605160247,92.83733894859274,0.0005060817280258866,0.007004421220508118,0.0056451048659365965,0.4447891335244849,0.42120139899316267,0.0035315749937618675,0.007004421220508117,0.9984,66,10,43.0,
