sorted_position,k_distance,min_samples
102,1.8659336919982357,20
103,1.867323403281291,20
104,1.8675129387390161,20
105,1.870808424745842,20
106,1.875577507960952,20
107,1.8805815070107195,20
108,1.8911239685323917,20
109,1.8923378338634471,20
110,1.893192955377391,20
111,1.8982049152883795,20
112,1.899455567301081,20
113,1.9010299422949108,20
114,1.9015656478541147,20
115,1.9023910810058493,20
116,1.9038677815257203,20
117,1.9042830379168871,20
118,1.9061704836002107,20
119,1.9067939831172533,20
120,1.907514614181318,20
121,1.908112126653353,20
122,1.9092754433401626,20
123,1.9112638674112137,20
124,1.915067879460531,20
125,1.9155661564454736,20
126,1.9163190507979784,20
127,1.9200676420599756,20
128,1.9261649598310349,20
129,1.9264151445072697,20
130,1.9269956963460853,20
131,1.928523919223998,20
132,1.9298137382223235,20
133,1.9309805620514056,20
134,1.9311612409206447,20
135,1.9317638775990906,20
136,1.9349681214901755,20
137,1.9368480347753334,20
138,1.9374070377367416,20
139,1.9390853154683683,20
140,1.9406179480806005,20
141,1.9435876808368404,20
142,1.9437723112760272,20
143,1.9455215152170033,20
144,1.9458369438929837,20
145,1.9484930400753597,20
146,1.949431020085149,20
147,1.9510066030582816,20
148,1.9542188768644504,20
149,1.9557848839082628,20
150,1.9583167141737234,20
151,1.9601144784248188,20
152,1.9608797505332312,20
153,1.965270758659697,20
154,1.9740118199270629,20
155,1.9752599805518307,20
156,1.9788247965455223,20
157,1.9789373047836294,20
158,1.9801036854893443,20
159,1.980270486334588,20
160,1.9809953640126876,20
161,1.982792639254786,20
162,1.9833659242951378,20
163,1.9863304472819279,20
164,1.9876942169810359,20
165,1.9966255119693752,20
166,1.9977999844123784,20
167,2.0000716176832043,20
168,2.001112629212063,20
169,2.001457367387004,20
170,2.0021453486603735,20
171,2.005013143492765,20
172,2.0060233049004537,20
173,2.008071123044282,20
174,2.0081749424181914,20
175,2.0091037721622946,20
176,2.0093971616300608,20
177,2.0094362702384716,20
178,2.012038472091071,20
179,2.0121123071388847,20
180,2.012635742612005,20
181,2.0143734002482128,20
182,2.0172770840069383,20
183,2.019583395743831,20
184,2.0212752104996046,20
185,2.0215640564507185,20
186,2.0227317250991246,20
187,2.0231817802643492,20
188,2.0241388294397753,20
189,2.0289088870385843,20
190,2.030540274957154,20
191,2.0313400539525563,20
192,2.033295284673514,20
193,2.0340350110744385,20
194,2.0340350110744385,20
195,2.035144221079467,20
196,2.0363487390263915,20
197,2.0365447455564003,20
198,2.0370690128533773,20
199,2.0381023304183916,20
200,2.0383205303613203,20
201,2.0398816399515294,20
202,2.039884687144463,20
203,2.0402997692164635,20
204,2.0403730404676175,20
205,2.0405213943887706,20
206,2.040535411292126,20
207,2.0418717197782676,20
208,2.0439188318800032,20
209,2.044185131013354,20
210,2.044789191190646,20
211,2.0455546280700454,20
212,2.0477998401692785,20
213,2.0488095277579688,20
214,2.0501674760030784,20
