algorithm,pair_id,pairwise_ari
KMeans,123,0.0007587241537385129
KMeans,124,2.5720420795970952e-05
KMeans,125,2.5720420795970952e-05
KMeans,126,0.04693189852947108
KMeans,127,0.7980108888060721
KMeans,128,0.9538700888204522
KMeans,129,0.016903769251257698
KMeans,130,0.7950353956116293
KMeans,131,0.7962249243438291
KMeans,132,0.7997988492715701
KMeans,133,0.045353436184703014
KMeans,134,0.8021859104292158
KMeans,135,1.0
KMeans,136,-0.00036900602378738337
KMeans,137,0.00015504000581220736
KMeans,138,-2.094855094271361e-05
KMeans,139,0.00950787510758933
KMeans,140,0.00015587138261835936
KMeans,141,0.00015420948384102393
KMeans,142,0.0001525510017158016
KMeans,143,-0.00033798036068950044
KMeans,144,0.0001508959308797954
KMeans,145,-0.00036900602378738337
KMeans,146,0.00015504000581220736
KMeans,147,-2.094855094271361e-05
KMeans,148,0.00950787510758933
KMeans,149,0.00015587138261835936
KMeans,150,0.00015420948384102393
KMeans,151,0.0001525510017158016
KMeans,152,-0.00033798036068950044
KMeans,153,0.0001508959308797954
KMeans,154,0.01983608439548052
KMeans,155,0.052897326300787716
KMeans,156,-0.01007193482312347
KMeans,157,0.019179558400539806
KMeans,158,0.01918096138712901
KMeans,159,0.02012257266259492
KMeans,160,0.9741595705454549
KMeans,161,0.02031465860976409
KMeans,162,0.7615074913101783
KMeans,163,0.0008504751368505157
KMeans,164,0.9833996570798245
KMeans,165,0.9847225789010399
KMeans,166,0.9966688210191103
KMeans,167,0.018822970241856047
KMeans,168,0.9953379072066569
KMeans,169,0.02055741108279841
KMeans,170,0.7586008986485098
KMeans,171,0.759762866852004
KMeans,172,0.7632541109853521
KMeans,173,0.05091924435453508
KMeans,174,0.7655860514854107
KMeans,175,0.0008617609110156048
KMeans,176,0.0010140643800366554
KMeans,177,0.0010778818568979328
KMeans,178,-0.0070579954717113706
KMeans,179,0.0013194205117180746
KMeans,180,0.9960032495022265
KMeans,181,0.985384372813108
KMeans,182,0.018183693197999323
KMeans,183,0.982738551002228
KMeans,184,0.9853843788087263
KMeans,185,0.01818484563061677
