algorithm,distance_metric,requested_k,runtime_seconds,actual_k,minimum_cluster_size,maximum_cluster_size,median_cluster_size,smallest_cluster_fraction,largest_cluster_fraction,silhouette_matching_metric,silhouette_euclidean,silhouette_manhattan,davies_bouldin,calinski_harabasz,ari_external,nmi_external,ami_external,fowlkes_mallows_external,homogeneity_external,completeness_external,v_measure_external,purity_external,rank_silhouette,rank_davies_bouldin,rank_calinski_harabasz,internal_rank_sum,selected_within_metric
Agglomerative-average,euclidean,2,0.0997781670000002,2,1,2499,1250.0,0.0004,0.9996,0.888051300150003,0.888051300150003,0.889608789023519,0.0772997295242234,131.0198649816935,-0.0006660407488544901,8.921005051453154e-05,-0.0005634833113243506,0.9976003252636496,5.551739820660463e-05,0.00022693093067107053,8.921005051453154e-05,0.998,1.0,1.0,2.0,4.0,True
Agglomerative-average,manhattan,2,0.10399245799999957,2,1,2499,1250.0,0.0004,0.9996,0.889608789023519,0.888051300150003,0.889608789023519,0.0772997295242234,131.0198649816935,-0.0006660407488544901,8.921005051453154e-05,-0.0005634833113243506,0.9976003252636496,5.551739820660463e-05,0.00022693093067107053,8.921005051453154e-05,0.998,1.0,1.0,1.0,3.0,True
